Title,Categories,Intro,Merchant,Delivery Type,Transaction Number,Rating Count,Product Score,Price Number,Price Unit,Price Others
CAXA PLM协同管理软件实施服务,"['联营商品', '智能制造', '教育', '', '', '', '', '', '', '', '', '']",方案重点解决企业信息化管理应用面临的部门之间协作以及企业产品数据全局共享的应用需求，实现企业设计数据、工艺数据与制造数据统一管理，并支持企业跨部门的数据处理和业务协作。,北京数码大方科技股份有限公司,人工服务,67,0,,4000,￥,/次
华为云人工智能培训服务,"['华为商品', '培训与认证', '', '', '', '', '']",机器学习、深度学习、ModelArts、大模型、昇腾云服务、HiLens、企业知识管理、AI+医疗相关培训与认证，提升用户基于华为云EI产品与服务进行业务规划、开发与创新的能力,华为云计算技术有限公司,人工服务,99,0,,214900,￥,/次
用户触点平台系统,"['联营商品', '信息化管理', '', '']",大搜车用户触点平台系统是大搜车基于用户与企业的需求，量身定制开发的全触点私域用户平台，包括APP、社区、商城、内容中心等，同步搭建业务统一化的管理后台及数据管理系统。,浙江大搜车软件技术有限公司,License,7,0,,424000,￥,/次
NineData企业级SQL开发平台,"['联营商品', '安全开发工具', '', '']",SQL开发具有数据资产管理、数据查询、SQL执行、数据编辑、数据导入导出、SQL审批流等功能，具备强大的SQL编辑器，支持AI协作、智能SQL、完整的语法高亮、自动补全、对象类型识别、错误提示等能力。,玖章算术（浙江）科技有限公司,License,113,0,,665,￥,/月
华为云安全培训服务,"['华为商品', '上云培训', '教育', '']",网络安全产业趋势、网络安全法律法规、前沿安全技术、网络安全与隐私保护技能实战、华为云网络安全产品与技术等专业化的培训服务，助力产业人才转型。,华为云计算技术有限公司,人工服务,8,0,,250000,￥,/次
布尔量出海营销推广服务,"['联营商品', '智慧零售', '', '']",帮助刚出海的品牌商家完成出海0到1的内容快速建设，并提供全套运营诊断和建议 帮助已出海的品牌完成最专业的的素材内容全面诊断，并提供全套 aigc 内容解决方案，提升素材投放roi和放量效率,深圳市布尔量科技有限公司,人工服务,18,0,,500000,￥,/次
赞奇超高清设计师云工作站,"['联营商品', '视频应用', '', '', '', '', '', '', '']",赞奇自主开发，完全基于公有云的云工作站产品软件：通过赞奇云工作站快速申请公有云的高性能计算节点，部署各种应用软件和插件，利用赞奇云工作站独有的远程优化技术实现高速、流畅的体验。,江苏赞奇科技股份有限公司,SaaS,197,0,,3500,￥,/月
深信服虚拟VPN授权,"['联营商品', '安全等保', '', '', '']",SSL/IPSEC 二合一VPN产品，支持扩展企业移动安全功能，国内VPN市场占有率连续12年排名第一。,深信服科技股份有限公司,License,1381,0,,211,￥,/月
山石网科虚拟化下一代防火墙-授权服务,"['联营商品', '安全防御', '', '', '', '', '', '', '']",本产品仅适用于山石网科虚拟化下一代防火墙镜像产品，用于激活产品对应的功能模块。基础平台功能授权为必选授权，其他功能授权需在此授权基础上扩展购买。,北京山石网科信息技术有限公司,License,531,0,,1600,￥,/月
TDengine时序大数据处理引擎,"['智能制造', '数据库管理', '', '', '', '']",专为物联网时序大数据设计和优化的存储计算引擎。TDengine核心为超高性能的时序数据库，同时提供缓存、数据订阅、流式计算等功能，最大程度减少研发和运维复杂度。,北京涛思数据科技有限公司,SaaS,260,2,5,0,￥,/试用30天
华为云中小企业智能制造解决方案,"['组合购商品', '智能制造']",华为云工业应用会员是基于华为云IMC智能制造云平台，集成轻量工业应用，为中小工业领域企业打造的一站式上云产品。 下方商品规格按照套/年购买。,华为云计算技术有限公司,SaaS,0,0,,73000,￥,/起
华为Attendee营销云资源包,"['华为商品', '在线CRM', '']",华为Attendee营销云资源包提供用户账号、存储、固话号码、团队、互动时长、短信、观众、联系人、双呼通话话音、固话通话话音，支持包年、包月及按需订购。,华为技术有限公司,SaaS,12,0,,50,￥,/月
华为云企业应用会员,"['华为商品', '文档存储管理', '', '', '', '', '']",为企业提供基础办公软件、功能性快捷工具、营销获客工具、经营生产软件等，满足企业不同发展阶段中的需求。助力企业快速开张营业，扩大业务规模，持续降本增效。,华为云计算技术有限公司,SaaS,159,1,5,34000,￥,/年
华为云数据仓库培训服务,"['华为商品', '培训课程', '教育', '']",培训与认证具备华为GaussDB OLAP数据库二次开发和管理能力的高级工程师,华为云计算技术有限公司,人工服务,12,0,,256180,￥,/次
蘑菇云智控配套服务,"['联营商品', '智能制造', '', '', '', '', '']",支持企业设备资产全生命周期管理，实现数据统一管控、有效地帮助制造业企业实现设备资产的从采购到报废的全流程管理的管理，为管理层提供设备管理数据依据，统一制定BOM和设备维护、点检计划，准确规范维保/维修更换备件标准。,广东蘑菇物联科技有限公司,人工服务,5,0,,2500,￥,/次
DinTal数智员工,"['联营商品', 'EI', '信息化管理', '']",DinTal数智员工是一款基于大语言模型的人工智能解决方案，通过自然语言对话方式，执行用户任务。为企业实现自动化招聘、构建企业知识库、实现知识问答、方案策划、分析总结等；在政务领域，辅助工作人员撰写公文、工作报告、讲话稿、策划方案等。,深圳今日人才信息科技有限公司,SaaS,72,0,,10000,￥,/月
观远智能数据分析软件独立部署版,"['联营商品', '信息化管理', '', '', '', '', '', '', '']",一站式智能分析平台，面向企业提供数据可视化与智能决策服务，拖拽式操作基础上打通数据采集-接入-管理-开发-分析-AI-数据应用全流程，提升数据分析的准确性与时效性，让决策更智能,杭州观远数据有限公司,License,11,0,,165000,￥,/年
金仓数据库管理系统 KingbaseES,"['联营商品', '数据库管理']",金仓数据库管理系统KingbaseES是面向事务处理类、兼顾简单分析类应用的数据库产品。,中电科金仓（北京）科技股份有限公司,License,44,0,,63200,￥,/年
数字化人才培养服务,"['组合购商品', '教育']",数字化人才培养云平台为院校、政府、企业及ISV伙伴提供平台&内容一体化赋能培训服务平台，提高校/高职、产业与企业群体的人才培养效率。,华为云计算技术有限公司,SaaS,0,0,,3963,￥,/起
物联网上云与实施服务_云商店,"['华为商品', '智能制造', '', '', '', '', '', '']",基于华为云物联网产品与服务，提供相关的方案设计、系统对接、模型配置、数据开发等集成与开发服务。,华为云计算技术有限公司,人工服务,18,0,,15000,￥,/次
时习知,"['华为商品', '教育', '信息化管理', '']",时习知是华为旗下企业培训平台。凝聚华为20万员工培训管理优秀实践，提供在线课堂、直播、考试认证、知识社区等能力，解决新员工培训、人才培训等问题，提升组织效能，助力企业业务增长。,华为云计算技术有限公司,SaaS,857,0,,99.9,￥,/月
湃睿产品生命周期管理,"['联营商品', '信息化管理', '', '']",湃睿产品生命周期管理软件为SaaS模式的高性价比PLM解决方案，结合湃睿20年的服务经验与中国企业特色，高度总结与封装。提供针对汽车零部件、电子高科等多个行业开箱即用的解决方案。,深圳湃睿信息科技有限公司,SaaS,2,0,,10000,￥,/年
浩辰CAD,"['联营商品', '信息化管理', '', '', '', '']",浩辰CAD是一款拥有自主核心技术的2D CAD平台软件产品。经过30年的持续研发和精益创新，软件部分关键指标已达国际领先水平。 从PC端软件到跨终端应用，从单一工具到协同交互，浩辰软件持续为用户创造价值。,苏州浩辰软件股份有限公司,License,8,0,,3580,￥,/年
云端地球,"['联营商品', '信息化管理', '', '', '', '', '', '', '', '']",云端地球是一个轻量级大数据分析展示云平台，可轻松搭建面向各行业的决策分析平台。,武汉大势智慧科技有限公司,License,1,0,,300000,￥,/年
华为终端商用硬件,"['联营商品', '智慧零售']",华为终端商用硬件,深圳力征通信有限公司,硬件,6,0,,3999,￥,/个
华为商用硬件协同办公解决方案,"['组合购商品', '智慧零售', '', '', '']",华为商用PAD、智慧屏和手机结合石墨文档和OfficeWeb365文档在线预览服务，支持文档、表格、演示幻灯片、文档专业版、思维导图、白板、表单的“办公七件套”产品,华为云计算技术有限公司,硬件,0,0,,3999,￥,/起
用户触点平台系统配套服务,"['联营商品', '信息化管理', '', '']",用于大搜车用户触点平台系统实施过程中需要额外付费的实施人天服务。,浙江大搜车软件技术有限公司,人工服务,1,0,,3300,￥,/次
慕华职继融通智慧教育云平台配套服务,"['联营商品', '教育', '培训课程', '', '', '', '']",为高校和机构提供定制化、个性化的师资教务教学服务，定制化开发精品在线课程。,河南省慕华教育科技有限公司,人工服务,22,0,,60000,￥,/月
赛瀚德云系统配套服务,"['联营商品', '智能制造', '']",系统基于鲲鹏云服务器进行部署。基于ISA95国际标准，采用先进IT技术和框架，融合国内制造业特征，为制造业转型升级降低成本、提升质量、保障交付等提供整套行业解决方案。,深圳赛瀚德技术有限公司,人工服务,18,0,,3500,￥,/次
